Hand,Rank,OrderedRank
As,Ah,Ad,Ac,1,1
W1,Ah,Ad,Ac,1,1
W1,As,Ad,Ac,1,1
W1,As,Ah,Ac,1,1
W1,As,Ah,Ad,1,1
W1,W2,Ad,Ac,1,1
W1,W2,Ah,Ac,1,1
W1,W2,Ah,Ad,1,1
W1,W2,As,Ac,1,1
W1,W2,As,Ad,1,1
W1,W2,As,Ah,1,1
W1,W2,W3,Ac,1,1
W1,W2,W3,Ad,1,1
W1,W2,W3,Ah,1,1
W1,W2,W3,As,1,1
B1,Ah,Ad,Ac,1,1
B1,As,Ad,Ac,1,1
B1,As,Ah,Ac,1,1
B1,As,Ah,Ad,1,1
B1,B2,Ad,Ac,1,1
B1,B2,Ah,Ac,1,1
B1,B2,Ah,Ad,1,1
B1,B2,As,Ac,1,1
B1,B2,As,Ad,1,1
B1,B2,As,Ah,1,1
B1,B2,B3,Ac,1,1
B1,B2,B3,Ad,1,1
B1,B2,B3,Ah,1,1
B1,B2,B3,As,1,1
Ks,Kh,Kd,Kc,1,2
W1,Kh,Kd,Kc,1,2
W1,Ks,Kd,Kc,1,2
W1,Ks,Kh,Kc,1,2
W1,Ks,Kh,Kd,1,2
W1,W2,Kd,Kc,1,2
W1,W2,Kh,Kc,1,2
W1,W2,Kh,Kd,1,2
W1,W2,Ks,Kc,1,2
W1,W2,Ks,Kd,1,2
W1,W2,Ks,Kh,1,2
W1,W2,W3,Kc,1,2
W1,W2,W3,Kd,1,2
W1,W2,W3,Kh,1,2
W1,W2,W3,Ks,1,2
Qs,Qh,Qd,Qc,1,3
W1,Qh,Qd,Qc,1,3
W1,Qs,Qd,Qc,1,3
W1,Qs,Qh,Qc,1,3
W1,Qs,Qh,Qd,1,3
W1,W2,Qd,Qc,1,3
W1,W2,Qh,Qc,1,3
W1,W2,Qh,Qd,1,3
W1,W2,Qs,Qc,1,3
W1,W2,Qs,Qd,1,3
W1,W2,Qs,Qh,1,3
W1,W2,W3,Qc,1,3
W1,W2,W3,Qd,1,3
W1,W2,W3,Qh,1,3
W1,W2,W3,Qs,1,3
Js,Jh,Jd,Jc,1,4
W1,Jh,Jd,Jc,1,4
W1,Js,Jd,Jc,1,4
W1,Js,Jh,Jc,1,4
W1,Js,Jh,Jd,1,4
W1,W2,Jd,Jc,1,4
W1,W2,Jh,Jc,1,4
W1,W2,Jh,Jd,1,4
W1,W2,Js,Jc,1,4
W1,W2,Js,Jd,1,4
W1,W2,Js,Jh,1,4
W1,W2,W3,Jc,1,4
W1,W2,W3,Jd,1,4
W1,W2,W3,Jh,1,4
W1,W2,W3,Js,1,4
7s,7h,7d,7c,1,5
W1,7h,7d,7c,1,5
W1,7s,7d,7c,1,5
W1,7s,7h,7c,1,5
W1,7s,7h,7d,1,5
W1,W2,7d,7c,1,5
W1,W2,7h,7c,1,5
W1,W2,7h,7d,1,5
W1,W2,7s,7c,1,5
W1,W2,7s,7d,1,5
W1,W2,7s,7h,1,5
W1,W2,W3,7c,1,5
W1,W2,W3,7d,1,5
W1,W2,W3,7h,1,5
W1,W2,W3,7s,1,5
6s,6h,6d,6c,1,6
W1,6h,6d,6c,1,6
W1,6s,6d,6c,1,6
W1,6s,6h,6c,1,6
W1,6s,6h,6d,1,6
W1,W2,6d,6c,1,6
W1,W2,6h,6c,1,6
W1,W2,6h,6d,1,6
W1,W2,6s,6c,1,6
W1,W2,6s,6d,1,6
W1,W2,6s,6h,1,6
W1,W2,W3,6c,1,6
W1,W2,W3,6d,1,6
W1,W2,W3,6h,1,6
W1,W2,W3,6s,1,6
5s,5h,5d,5c,1,7
W1,5h,5d,5c,1,7
W1,5s,5d,5c,1,7
W1,5s,5h,5c,1,7
W1,5s,5h,5d,1,7
W1,W2,5d,5c,1,7
W1,W2,5h,5c,1,7
W1,W2,5h,5d,1,7
W1,W2,5s,5c,1,7
W1,W2,5s,5d,1,7
W1,W2,5s,5h,1,7
W1,W2,W3,5c,1,7
W1,W2,W3,5d,1,7
W1,W2,W3,5h,1,7
W1,W2,W3,5s,1,7
4s,4h,4d,4c,1,8
W1,4h,4d,4c,1,8
W1,4s,4d,4c,1,8
W1,4s,4h,4c,1,8
W1,4s,4h,4d,1,8
W1,W2,4d,4c,1,8
W1,W2,4h,4c,1,8
W1,W2,4h,4d,1,8
W1,W2,4s,4c,1,8
W1,W2,4s,4d,1,8
W1,W2,4s,4h,1,8
W1,W2,W3,4c,1,8
W1,W2,W3,4d,1,8
W1,W2,W3,4h,1,8
W1,W2,W3,4s,1,8
3s,3h,3d,3c,1,9
W1,3h,3d,3c,1,9
W1,3s,3d,3c,1,9
W1,3s,3h,3c,1,9
W1,3s,3h,3d,1,9
W1,W2,3d,3c,1,9
W1,W2,3h,3c,1,9
W1,W2,3h,3d,1,9
W1,W2,3s,3c,1,9
W1,W2,3s,3d,1,9
W1,W2,3s,3h,1,9
W1,W2,W3,3c,1,9
W1,W2,W3,3d,1,9
W1,W2,W3,3h,1,9
W1,W2,W3,3s,1,9
2s,2h,2d,2c,1,10
W1,2h,2d,2c,1,10
W1,2s,2d,2c,1,10
W1,2s,2h,2c,1,10
W1,2s,2h,2d,1,10
W1,W2,2d,2c,1,10
W1,W2,2h,2c,1,10
W1,W2,2h,2d,1,10
W1,W2,2s,2c,1,10
W1,W2,2s,2d,1,10
W1,W2,2s,2h,1,10
W1,W2,W3,2c,1,10
W1,W2,W3,2d,1,10
W1,W2,W3,2h,1,10
W1,W2,W3,2s,1,10
As,Ah,Ad,Ks,2,1
W1,Ah,Ad,Ks,2,1
W1,As,Ad,Ks,2,1
W1,As,Ah,Ks,2,1
W1,W2,Ad,Ks,2,1
W1,W2,Ah,Ks,2,1
W1,W2,As,Ks,2,1
B1,Ah,Ad,Ks,2,1
B1,As,Ad,Ks,2,1
B1,As,Ah,Ks,2,1
B1,B2,Ad,Ks,2,1
B1,B2,Ah,Ks,2,1
B1,B2,As,Ks,2,1
B1,B2,B3,Ks,2,1
As,Ah,Ad,Kh,2,1
W1,Ah,Ad,Kh,2,1
W1,As,Ad,Kh,2,1
W1,As,Ah,Kh,2,1
W1,W2,Ad,Kh,2,1
W1,W2,Ah,Kh,2,1
W1,W2,As,Kh,2,1
B1,Ah,Ad,Kh,2,1
B1,As,Ad,Kh,2,1
B1,As,Ah,Kh,2,1
B1,B2,Ad,Kh,2,1
B1,B2,Ah,Kh,2,1
B1,B2,As,Kh,2,1
B1,B2,B3,Kh,2,1
As,Ah,Ad,Kd,2,1
W1,Ah,Ad,Kd,2,1
W1,As,Ad,Kd,2,1
W1,As,Ah,Kd,2,1
W1,W2,Ad,Kd,2,1
W1,W2,Ah,Kd,2,1
W1,W2,As,Kd,2,1
B1,Ah,Ad,Kd,2,1
B1,As,Ad,Kd,2,1
B1,As,Ah,Kd,2,1
B1,B2,Ad,Kd,2,1
B1,B2,Ah,Kd,2,1
B1,B2,As,Kd,2,1
B1,B2,B3,Kd,2,1
As,Ah,Ad,Kc,2,1
W1,Ah,Ad,Kc,2,1
W1,As,Ad,Kc,2,1
W1,As,Ah,Kc,2,1
W1,W2,Ad,Kc,2,1
W1,W2,Ah,Kc,2,1
W1,W2,As,Kc,2,1
B1,Ah,Ad,Kc,2,1
B1,As,Ad,Kc,2,1
B1,As,Ah,Kc,2,1
B1,B2,Ad,Kc,2,1
B1,B2,Ah,Kc,2,1
B1,B2,As,Kc,2,1
B1,B2,B3,Kc,2,1
As,Ah,Ad,Qs,2,2
W1,Ah,Ad,Qs,2,2
W1,As,Ad,Qs,2,2
W1,As,Ah,Qs,2,2
W1,W2,Ad,Qs,2,2
W1,W2,Ah,Qs,2,2
W1,W2,As,Qs,2,2
B1,Ah,Ad,Qs,2,2
B1,As,Ad,Qs,2,2
B1,As,Ah,Qs,2,2
B1,B2,Ad,Qs,2,2
B1,B2,Ah,Qs,2,2
B1,B2,As,Qs,2,2
B1,B2,B3,Qs,2,2
As,Ah,Ad,Qh,2,2
W1,Ah,Ad,Qh,2,2
W1,As,Ad,Qh,2,2
W1,As,Ah,Qh,2,2
W1,W2,Ad,Qh,2,2
W1,W2,Ah,Qh,2,2
W1,W2,As,Qh,2,2
B1,Ah,Ad,Qh,2,2
B1,As,Ad,Qh,2,2
B1,As,Ah,Qh,2,2
B1,B2,Ad,Qh,2,2
B1,B2,Ah,Qh,2,2
B1,B2,As,Qh,2,2
B1,B2,B3,Qh,2,2
As,Ah,Ad,Qd,2,2
W1,Ah,Ad,Qd,2,2
W1,As,Ad,Qd,2,2
W1,As,Ah,Qd,2,2
W1,W2,Ad,Qd,2,2
W1,W2,Ah,Qd,2,2
W1,W2,As,Qd,2,2
B1,Ah,Ad,Qd,2,2
B1,As,Ad,Qd,2,2
B1,As,Ah,Qd,2,2
B1,B2,Ad,Qd,2,2
B1,B2,Ah,Qd,2,2
B1,B2,As,Qd,2,2
B1,B2,B3,Qd,2,2
As,Ah,Ad,Qc,2,2
W1,Ah,Ad,Qc,2,2
W1,As,Ad,Qc,2,2
W1,As,Ah,Qc,2,2
W1,W2,Ad,Qc,2,2
W1,W2,Ah,Qc,2,2
W1,W2,As,Qc,2,2
B1,Ah,Ad,Qc,2,2
B1,As,Ad,Qc,2,2
B1,As,Ah,Qc,2,2
B1,B2,Ad,Qc,2,2
B1,B2,Ah,Qc,2,2
B1,B2,As,Qc,2,2
B1,B2,B3,Qc,2,2
As,Ah,Ad,Js,2,3
W1,Ah,Ad,Js,2,3
W1,As,Ad,Js,2,3
W1,As,Ah,Js,2,3
W1,W2,Ad,Js,2,3
W1,W2,Ah,Js,2,3
W1,W2,As,Js,2,3
B1,Ah,Ad,Js,2,3
B1,As,Ad,Js,2,3
B1,As,Ah,Js,2,3
B1,B2,Ad,Js,2,3
B1,B2,Ah,Js,2,3
B1,B2,As,Js,2,3
B1,B2,B3,Js,2,3
As,Ah,Ad,Jh,2,3
W1,Ah,Ad,Jh,2,3
W1,As,Ad,Jh,2,3
W1,As,Ah,Jh,2,3
W1,W2,Ad,Jh,2,3
W1,W2,Ah,Jh,2,3
W1,W2,As,Jh,2,3
B1,Ah,Ad,Jh,2,3
B1,As,Ad,Jh,2,3
B1,As,Ah,Jh,2,3
B1,B2,Ad,Jh,2,3
B1,B2,Ah,Jh,2,3
B1,B2,As,Jh,2,3
B1,B2,B3,Jh,2,3
As,Ah,Ad,Jd,2,3
W1,Ah,Ad,Jd,2,3
W1,As,Ad,Jd,2,3
W1,As,Ah,Jd,2,3
W1,W2,Ad,Jd,2,3
W1,W2,Ah,Jd,2,3
W1,W2,As,Jd,2,3
B1,Ah,Ad,Jd,2,3
B1,As,Ad,Jd,2,3
B1,As,Ah,Jd,2,3
B1,B2,Ad,Jd,2,3
B1,B2,Ah,Jd,2,3
B1,B2,As,Jd,2,3
B1,B2,B3,Jd,2,3
As,Ah,Ad,Jc,2,3
